Time,Duration
2016-06-06 15:19:22.431,36.55
2016-06-06 15:31:00.351,36.53
2016-06-06 15:09:00.682,36.49
2016-06-06 15:36:00.670,36.37
2016-06-06 15:14:14.093,36.37
2016-06-06 15:27:25.613,36.34
2016-06-06 15:24:44.583,36.3
2016-06-06 15:08:00.453,36.29
2016-06-06 15:43:08.545,36.28
2016-06-06 15:04:31.281,36.17
2016-06-06 15:27:28.406,36.14
2016-06-06 15:14:03.155,36.13
2016-06-06 15:34:00.548,36.11
2016-06-06 15:01:01.058,36.08
2016-06-06 15:09:00.021,36.06
2016-06-06 15:38:05.792,36.02
2016-06-06 15:00:00.680,36.0
2016-06-06 15:18:10.649,35.98
2016-06-06 15:18:10.730,35.95
2016-06-06 15:06:13.581,35.94
2016-06-06 15:06:07.579,35.89
2016-06-06 15:14:00.689,35.87
2016-06-06 15:07:00.802,35.84
2016-06-06 15:34:00.750,35.82
2016-06-06 15:25:00.446,35.82
2016-06-06 15:02:06.186,35.82
2016-06-06 15:20:00.457,35.81
2016-06-06 15:28:00.707,35.75
2016-06-06 15:39:00.707,35.75
2016-06-06 15:40:00.724,35.67
2016-06-06 15:14:03.391,35.61
2016-06-06 15:08:00.697,35.57
2016-06-06 15:27:27.284,35.57
2016-06-06 15:16:00.676,35.54
2016-06-06 15:33:00.475,35.52
2016-06-06 15:35:25.001,35.47
2016-06-06 15:27:28.127,35.43
2016-06-06 15:16:00.209,35.38
2016-06-06 15:31:00.392,35.38
2016-06-06 15:14:13.888,35.37
2016-06-06 15:04:01.451,35.37
2016-06-06 15:24:00.488,35.36
2016-06-06 15:18:11.400,35.35
2016-06-06 15:30:13.037,35.29
2016-06-06 15:19:00.020,35.27
2016-06-06 15:09:00.641,35.23
2016-06-06 15:27:32.187,35.21
2016-06-06 15:38:05.540,35.17
2016-06-06 15:23:00.174,35.17
2016-06-06 15:06:07.756,35.13
2016-06-06 15:31:00.665,35.12
2016-06-06 15:18:10.403,35.11
2016-06-06 15:08:43.628,35.05
